name,country,region,sub_region,latitude,longitude,elevation_m,coast_distance_km,avg_temp_summer_c,avg_temp_winter_c,annual_rainfall_mm,sunny_days_per_year,hiking_trails_count,unesco_sites_within_100km,museum_count,national_parks_within_100km,theme_parks_count,cost_of_living_index,avg_3star_hotel_usd,annual_visitors_millions,visitors_per_capita,label
Saariselkä,Finland,Europe,Lapland,64.247,24.818,330.0,213.0,14.2,-11.2,645.0,178.0,35.0,0,8.0,1,0,64.1,105.0,0.184,0.78,Adventure
Reykjavik,Iceland,Europe,Capital Region,64.883,-18.995,111.0,25.7,13.1,-1.8,1391.0,122.0,15.0,1,77.0,0,1,110.8,236.0,0.809,8.09,Adventure
Blue Lagoon,Iceland,Europe,Reykjanes,63.548,-21.997,51.0,1.3,12.6,0.5,1188.0,127.0,7.0,0,5.0,0,0,100.4,193.0,0.334,16.7,Adventure
Golden Circle,Iceland,Europe,South,64.468,-15.538,134.0,122.5,10.9,-1.4,882.0,129.0,27.0,0,16.0,1,0,95.8,209.0,0.075,3.74,Adventure
Vík,Iceland,Europe,South,65.106,-19.293,99.0,224.2,11.3,-2.2,899.0,132.0,30.0,0,0,1,0,100.9,200.0,0.095,4.77,Adventure
Jökulsárlón,Iceland,Europe,Southeast,65.479,-14.745,87.0,40.3,9.2,1.2,803.0,137.0,29.0,0,0,0,0,79.1,180.0,0.082,4.08,Adventure
Akureyri,Iceland,Europe,North,66.885,-17.436,260.0,55.4,9.8,0.4,939.0,126.0,29.0,0,0.0,0,0,86.2,207.0,0.074,3.69,Adventure
Húsavík,Iceland,Europe,Northeast,64.172,-18.151,242.0,244.1,10.9,-2.9,996.0,128.0,32.0,0,16.0,1,1,86.7,178.0,0.043,2.14,Adventure
Westfjords,Iceland,Europe,Westfjords,66.602,-22.613,85.0,138.2,11.5,-1.5,1249.0,140.0,16.0,0,2.0,4,0,86.9,164.0,0.033,1.64,Adventure
Snæfellsnes,Iceland,Europe,West,64.7,-18.681,256.0,114.8,11.0,-2.1,1043.0,142.0,42.0,0,0,2,0,97.8,174.0,0.022,1.11,Adventure
Landmannalaugar,Iceland,Europe,Highlands,66.657,-16.161,128.0,178.9,12.0,0.4,1218.0,129.0,39.0,0,5.0,0,0,108.0,220.0,0.033,1.67,Adventure
Þórsmörk,Iceland,Europe,South,65.561,-17.829,89.0,198.2,11.4,-1.0,1249.0,142.0,30.0,0,6.0,1,0,91.8,179.0,0.122,6.1,Adventure
Mývatn,Iceland,Europe,Northeast,66.428,-18.233,103.0,53.5,11.3,-1.9,853.0,125.0,44.0,0,0,2,0,82.8,166.0,0.061,3.05,Adventure
Bucharest,Romania,Europe,Muntenia,46.957,19.754,70.0,42.7,22.9,-0.7,573.0,185.0,3.0,2,38.0,0,0,46.1,88.0,1.984,0.61,Culture
Brașov,Romania,Europe,Transylvania,47.393,22.677,108.0,103.1,21.8,-0.4,710.0,209.0,13.0,0,16.0,1,0,39.3,63.0,1.087,1.51,Culture
Sibiu,Romania,Europe,Transylvania,43.507,24.784,129.0,175.1,21.6,-4.2,439.0,197.0,28.0,0,15.0,0,0,43.7,77.0,0.936,2.57,Culture
Cluj-Napoca,Romania,Europe,Transylvania,46.952,25.226,204.0,134.8,21.9,-5.9,449.0,185.0,29.0,0,0,2,1,42.1,74.0,0.519,2.09,Culture
Sighișoara,Romania,Europe,Transylvania,46.215,25.459,113.0,189.7,22.9,-4.3,667.0,202.0,14.0,0,5.0,2,0,33.2,49.0,0.759,1.8,Culture
Bran (Dracula's Castle),Romania,Europe,Transylvania,45.029,24.866,193.0,217.7,18.9,-4.3,712.0,203.0,29.0,0,6.0,1,0,34.0,62.0,0.301,0.79,Culture
Constanța,Romania,Europe,Dobruja,42.935,24.241,193.0,195.7,20.5,-4.0,473.0,193.0,8.0,0,12.0,0,0,41.0,64.0,0.282,2.48,Culture
Maramureș,Romania,Europe,Maramureș,49.306,28.657,163.0,100.2,21.9,-3.4,677.0,191.0,29.0,0,14.0,1,0,35.3,64.0,1.163,6.79,Adventure
Bucovina monasteries,Romania,Europe,Bucovina,47.165,26.201,207.0,28.6,21.0,-4.7,488.0,198.0,32.0,1,27.0,1,0,33.2,59.0,1.513,1.76,Culture
Sofia,Bulgaria,Europe,Sofia City,44.023,25.67,47.0,161.4,21.9,0.9,391.0,221.0,10.0,2,0,0,0,42.8,64.0,1.768,1.11,Culture
Plovdiv,Bulgaria,Europe,Plovdiv Province,45.144,27.001,161.0,35.5,22.4,-2.7,648.0,250.0,19.0,0,1.0,1,0,34.5,58.0,0.34,1.35,Culture
Veliko Tarnovo,Bulgaria,Europe,Veliko Tarnovo,42.484,23.826,312.0,1.5,20.2,-0.3,472.0,233.0,31.0,0,9.0,1,1,39.5,74.0,1.252,32.14,Culture
Bansko,Bulgaria,Europe,Blagoevgrad,42.643,22.094,2597.0,1.2,9.9,-18.8,645.0,165.0,78.0,0,5.0,4,0,53.7,85.0,1.209,14.84,Adventure
Burgas,Bulgaria,Europe,Burgas,45.51,22.843,165.0,28.5,22.3,-0.4,590.0,252.0,21.0,1,3.0,1,0,34.3,50.0,0.752,2.95,Relaxation
Varna,Bulgaria,Europe,Varna,43.219,23.532,0,111.3,24.2,-2.4,612.0,243.0,19.0,0,7.0,2,1,42.9,79.0,0.67,5.79,Relaxation
Rila Monastery,Bulgaria,Europe,Kyustendil,43.464,23.784,80.0,192.1,22.6,1.0,641.0,229.0,35.0,1,23.0,2,0,38.0,58.0,0.642,3.11,Adventure
Tallinn,Estonia,Europe,Harju,58.017,25.239,76.0,129.3,15.8,-2.5,457.0,147.0,16.0,0,40.0,0,1,65.1,103.0,0.684,2.24,Culture
Tartu,Estonia,Europe,Tartu,59.919,24.021,29.0,74.4,16.7,-3.1,840.0,162.0,28.0,0,2.0,0,0,59.6,101.0,0.141,3.31,Culture
Pärnu,Estonia,Europe,Pärnu,61.003,24.877,152.0,199.3,14.1,-3.9,687.0,165.0,1.0,0,14.0,0,0,49.6,93.0,0.141,7.05,Relaxation
Saaremaa,Estonia,Europe,Saare,56.238,27.713,157.0,164.9,16.1,-4.8,477.0,181.0,19.0,0,9.0,2,0,55.1,89.0,0.188,6.97,Relaxation
Lahemaa National Park,Estonia,Europe,Lääne-Viru,57.641,25.75,89.0,59.9,15.5,-4.3,591.0,176.0,42.0,0,4.0,3,0,63.5,91.0,0.163,8.15,Adventure
Kotor,Montenegro,Europe,Coastal,40.366,19.033,74.0,1.2,25.1,7.0,1891.0,250.0,20.0,0,5.0,1,0,53.3,90.0,0.392,19.52,Relaxation
Budva,Montenegro,Europe,Coastal,43.698,19.063,252.0,1.1,24.2,5.9,1769.0,275.0,14.0,0,3.0,0,0,52.5,108.0,0.295,14.75,Relaxation
Sveti Stefan,Montenegro,Europe,Coastal,44.684,15.426,151.0,2.9,24.8,6.6,1418.0,253.0,12.0,0,5.0,0,0,50.2,70.0,0.415,20.76,Relaxation
Durmitor National Park,Montenegro,Europe,Northern,41.241,20.868,137.0,162.5,25.7,5.5,1012.0,277.0,30.0,0,2.0,3,0,39.0,77.0,0.053,2.67,Adventure
Lake Skadar,Montenegro,Europe,Central,41.152,21.731,784.0,169.9,21.7,-1.1,1720.0,252.0,28.0,0,14.0,1,1,38.4,86.0,0.041,1.95,Adventure
Perast,Montenegro,Europe,Coastal,41.225,16.41,163.0,0.7,25.5,7.0,1702.0,234.0,5.0,0,7.0,1,1,46.6,86.0,0.324,16.2,Relaxation
Tirana,Albania,Europe,Central Albania,40.607,21.094,88.0,192.5,27.7,7.3,871.0,233.0,5.0,1,67.0,0,0,41.1,71.0,1.251,2.99,Budget
Berat,Albania,Europe,South Albania,40.295,25.513,176.0,233.7,25.7,6.9,1208.0,261.0,29.0,0,0,1,0,27.5,52.0,0.434,9.47,Culture
Gjirokastër,Albania,Europe,South Albania,40.917,16.766,220.0,68.6,24.2,7.6,1186.0,237.0,30.0,0,13.0,1,0,29.0,51.0,0.055,1.6,Culture
Sarandë,Albania,Europe,Albanian Riviera,40.036,21.308,0.0,55.5,23.6,6.2,1439.0,236.0,5.0,0,0,0,0,31.0,46.0,0.267,3.86,Relaxation
Ksamil,Albania,Europe,Albanian Riviera,38.968,21.562,161.0,119.8,23.4,5.6,1126.0,228.0,36.0,0,4.0,1,0,32.3,62.0,0.104,1.12,Relaxation
Shkodër,Albania,Europe,North Albania,39.855,25.473,93.0,77.2,24.5,4.6,1213.0,199.0,20.0,0,0,1,0,32.5,56.0,0.109,1.72,Budget
Valletta,Malta,Europe,Malta,37.566,16.432,142.0,110.4,27.8,14.7,651.0,291.0,14.0,1,20.0,0,0,69.4,127.0,0.509,4.8,Culture
Mdina,Malta,Europe,Malta,33.487,12.035,198.0,21.3,27.6,12.4,591.0,264.0,14.0,0,16.0,1,0,62.3,94.0,0.185,9.23,Culture
Gozo,Malta,Europe,Gozo,36.116,13.693,154.0,207.7,27.6,11.7,490.0,327.0,14.0,0,7.0,2,0,60.8,81.0,0.036,1.82,Culture
Comino - Blue Lagoon,Malta,Europe,Comino,37.244,17.047,208.0,2.6,25.7,11.9,568.0,259.0,7.0,0,12.0,1,1,70.2,113.0,0.292,14.61,Relaxation
Sliema,Malta,Europe,Malta,34.175,14.681,28.0,176.1,26.9,13.5,445.0,293.0,0.0,0,5.0,1,1,52.4,77.0,0.099,4.96,Relaxation
Marsaxlokk,Malta,Europe,Malta,37.177,17.232,36.0,136.8,28.0,10.8,471.0,341.0,3.0,0,0,1,1,65.4,98.0,0.14,7.01,Culture
Tokyo,Japan,Asia,Kanto,37.171,135.689,93.0,173.4,28.3,4.1,1848.0,184.0,7.0,4,172.0,0,1,76.3,148.0,7.417,0.48,Culture
Kyoto,Japan,Asia,Kansai,37.496,134.257,148.0,119.0,26.1,2.5,1596.0,192.0,53.0,1,35.0,2,0,65.4,104.0,1.412,0.38,Culture
Osaka,Japan,Asia,Kansai,37.442,137.045,0,45.5,27.6,5.6,1959.0,197.0,21.0,1,40.0,0,1,81.5,140.0,1.491,0.53,Culture
Nara,Japan,Asia,Kansai,35.925,137.091,76.0,51.7,25.6,4.4,1432.0,168.0,54.0,0,39.0,2,0,63.5,110.0,1.38,0.81,Culture
Hiroshima,Japan,Asia,Chugoku,36.037,135.544,1902.0,124.2,12.2,-6.9,2304.0,142.0,42.0,2,3.0,3,0,64.5,84.0,2.897,2.16,Culture
Miyajima,Japan,Asia,Chugoku,36.662,141.126,171.0,171.8,24.3,0.4,2104.0,198.0,42.0,1,25.0,1,0,77.4,113.0,1.057,0.25,Culture
Hakone,Japan,Asia,Kanto,34.719,140.224,56.0,53.8,25.2,4.9,2026.0,176.0,37.0,1,30.0,1,0,85.4,140.0,1.729,0.6,Culture
Nikko,Japan,Asia,Kanto,37.523,136.658,106.0,1.5,25.3,6.6,1822.0,188.0,25.0,0,3.0,1,0,91.2,152.0,2.654,11.13,Culture
Kamakura,Japan,Asia,Kanto,37.508,137.398,86.0,88.5,26.3,1.8,2250.0,187.0,58.0,1,36.0,2,0,64.5,123.0,0.699,0.31,Culture
Mount Fuji area,Japan,Asia,Chubu,34.205,137.926,1523.0,141.6,16.5,-5.6,1369.0,170.0,101.0,1,5.0,2,0,73.3,110.0,1.931,0.67,Adventure
Kanazawa,Japan,Asia,Chubu,35.074,138.961,36.0,121.2,26.8,5.3,1551.0,218.0,42.0,0,45.0,0,1,77.2,106.0,1.265,1.65,Culture
Takayama,Japan,Asia,Chubu,37.06,140.133,155.0,216.0,25.7,4.1,1888.0,185.0,57.0,0,34.0,1,0,82.6,139.0,0.518,0.11,Culture
Shirakawa-go,Japan,Asia,Chubu,36.801,137.105,159.0,48.1,24.7,1.2,2204.0,173.0,51.0,1,48.0,1,0,74.3,136.0,1.887,0.48,Culture
Sapporo,Japan,Asia,Hokkaido,35.577,137.014,115.0,163.7,25.7,2.2,1488.0,201.0,40.0,0,32.0,1,0,75.4,129.0,1.575,0.42,Culture
Niseko,Japan,Asia,Hokkaido,35.285,137.615,2227.0,0.6,13.0,-12.3,2906.0,167.0,91.0,2,5.0,1,0,106.2,167.0,6.207,4.13,Adventure
Otaru,Japan,Asia,Hokkaido,38.714,140.129,170.0,93.7,24.7,2.0,1955.0,184.0,46.0,1,38.0,1,0,65.6,109.0,0.57,0.29,Culture
Furano,Japan,Asia,Hokkaido,36.906,136.983,147.0,161.3,25.9,3.4,1984.0,195.0,41.0,0,44.0,1,1,84.0,137.0,1.284,0.45,Adventure
Hakodate,Japan,Asia,Hokkaido,35.369,139.505,100.0,93.2,25.9,3.2,2126.0,194.0,47.0,1,35.0,2,0,59.9,106.0,0.473,0.14,Culture
Okinawa - Naha,Japan,Asia,Okinawa,37.443,139.512,321.0,1.1,26.2,4.1,1526.0,186.0,24.0,0,4.0,1,1,80.1,131.0,4.134,5.73,Relaxation
Ishigaki,Japan,Asia,Okinawa,37.25,134.772,0,2.5,26.7,8.5,1831.0,199.0,11.0,0,6.0,0,0,94.4,140.0,5.765,2.59,Relaxation
Iriomote,Japan,Asia,Okinawa,37.725,140.675,82.0,2.9,25.6,4.7,1715.0,179.0,21.0,0,16.0,0,0,59.7,117.0,5.329,2.97,Adventure
Miyakojima,Japan,Asia,Okinawa,34.63,138.195,21.0,2.4,25.9,5.6,2494.0,196.0,8.0,1,1.0,1,0,79.6,142.0,3.788,1.61,Relaxation
Fukuoka,Japan,Asia,Kyushu,35.816,136.67,139.0,24.5,25.6,6.4,1617.0,195.0,39.0,1,32.0,0,1,87.7,140.0,0.31,0.06,Culture
Beppu,Japan,Asia,Kyushu,34.037,137.374,90.0,83.8,25.7,3.4,1873.0,213.0,39.0,0,27.0,2,0,62.3,115.0,2.142,1.46,Relaxation
Kumamoto,Japan,Asia,Kyushu,37.808,135.284,0,179.4,26.1,3.8,1387.0,184.0,58.0,1,32.0,0,1,70.5,106.0,1.68,0.58,Culture
Yakushima,Japan,Asia,Kyushu,37.255,141.078,866.0,373.9,21.9,-2.9,1646.0,152.0,94.0,2,5.0,2,1,58.3,124.0,0.736,0.37,Adventure
Sendai,Japan,Asia,Tohoku,35.525,137.358,0,156.3,27.3,3.1,1503.0,190.0,50.0,0,35.0,1,0,67.4,121.0,1.458,1.4,Culture
Aomori,Japan,Asia,Tohoku,35.269,138.341,296.0,106.8,24.6,3.9,1400.0,191.0,41.0,1,47.0,1,0,77.9,119.0,1.103,1.06,Culture
Matsumoto,Japan,Asia,Chubu,36.013,136.543,25.0,22.4,25.8,1.8,2063.0,205.0,35.0,1,49.0,1,0,70.9,124.0,1.956,0.61,Culture
Nagano,Japan,Asia,Chubu,37.755,134.353,187.0,101.7,26.8,0.7,1750.0,193.0,50.0,0,44.0,2,1,81.9,121.0,2.851,2.24,Culture
Beijing,China,Asia,Beijing,34.505,105.71,113.0,154.9,23.4,1.0,614.0,170.0,8.0,13,1428.0,0,1,54.6,91.0,15.144,0.05,Culture
Shanghai,China,Asia,Shanghai,37.017,103.693,69.0,241.5,24.9,0.4,569.0,209.0,21.0,3,363.0,0,0,44.9,70.0,2.919,0.06,Culture
Xi'an,China,Asia,Shaanxi,36.076,100.666,62.0,210.0,24.4,1.8,651.0,187.0,22.0,0,347.0,1,0,37.2,61.0,5.226,0.12,Culture
Chengdu,China,Asia,Sichuan,33.98,106.149,127.0,213.9,23.4,1.4,637.0,193.0,3.0,3,372.0,1,0,44.0,65.0,3.316,0.07,Culture
Guilin,China,Asia,Guangxi,33.856,102.509,110.0,223.0,22.7,1.9,706.0,176.0,9.0,1,347.0,0,0,44.7,75.0,1.151,0.06,Culture
Yangshuo,China,Asia,Guangxi,34.165,102.822,187.0,154.3,23.8,-1.6,663.0,206.0,0,2,361.0,2,0,44.4,74.0,3.907,0.13,Culture
Hangzhou,China,Asia,Zhejiang,36.634,103.378,20.0,201.8,23.0,1.3,586.0,214.0,5.0,1,359.0,1,0,50.4,74.0,1.488,0.13,Culture
Suzhou,China,Asia,Jiangsu,33.688,104.636,43.0,162.9,23.0,0.2,709.0,176.0,22.0,1,354.0,0,0,37.6,64.0,2.649,0.08,Culture
Lijiang,China,Asia,Yunnan,36.064,104.759,126.0,102.9,23.8,-0.1,620.0,194.0,5.0,3,359.0,0,0,42.7,91.0,4.003,0.08,Culture
Dali,China,Asia,Yunnan,36.264,104.09,181.0,112.9,20.9,-0.8,736.0,190.0,3.0,2,358.0,1,0,43.3,76.0,3.79,0.11,Culture
Shangri-La,China,Asia,Yunnan,32.3,104.716,102.0,214.5,23.8,-1.9,771.0,185.0,17.0,3,362.0,0,0,45.3,66.0,2.265,0.12,Adventure
Zhangjiajie,China,Asia,Hunan,32.761,105.504,130.0,88.9,21.3,-0.5,571.0,209.0,13.0,3,368.0,2,1,42.8,67.0,5.583,0.55,Adventure
Lhasa,China,Asia,Tibet,33.713,105.486,23.0,167.0,26.6,1.5,718.0,195.0,6.0,3,356.0,0,0,47.4,79.0,4.171,0.4,Adventure
Hong Kong,China,Asia,Hong Kong,36.697,104.854,195.0,114.5,24.8,1.1,697.0,182.0,9.0,0,373.0,0,1,38.3,69.0,1.003,0.03,Luxury
Macau,China,Asia,Macau,34.626,105.252,102.0,66.4,22.0,3.0,643.0,210.0,0,1,353.0,1,0,45.9,71.0,3.893,0.13,Luxury
Harbin,China,Asia,Heilongjiang,34.273,100.998,88.0,206.3,25.0,1.9,729.0,221.0,2.0,2,362.0,2,0,43.6,86.0,1.523,0.03,Culture
Pingyao,China,Asia,Shanxi,32.839,103.304,238.0,227.5,23.2,1.8,585.0,201.0,7.0,1,358.0,1,0,35.1,63.0,0.817,0.02,Culture
Datong,China,Asia,Shanxi,34.248,102.012,75.0,64.7,24.5,2.6,671.0,198.0,7.0,2,349.0,0,0,39.3,67.0,4.234,0.09,Culture
Jiuzhaigou,China,Asia,Sichuan,35.137,104.335,174.0,143.0,23.5,0.4,680.0,202.0,0,1,354.0,0,1,43.8,69.0,3.617,0.11,Adventure
Huangshan,China,Asia,Anhui,33.849,101.495,218.0,122.1,23.7,0.2,629.0,192.0,17.0,1,362.0,0,0,47.1,78.0,4.106,0.23,Adventure
Seoul,South Korea,Asia,Capital,38.479,125.593,143.0,58.4,24.4,-1.6,1356.0,190.0,14.0,2,89.0,1,0,80.8,129.0,3.055,0.3,Culture
Busan,South Korea,Asia,Gyeongsang,37.535,128.104,142.0,84.0,26.8,-1.2,1251.0,212.0,23.0,1,0,2,0,76.7,117.0,0.28,0.33,Culture
Jeju Island,South Korea,Asia,Jeju,35.487,126.546,242.0,0.4,23.3,2.3,1819.0,183.0,0,1,7.0,2,0,75.4,121.0,2.14,32.86,Family
Gyeongju,South Korea,Asia,Gyeongsang,39.008,128.448,162.0,118.6,25.6,-1.0,1395.0,212.0,39.0,0,10.0,0,1,74.2,127.0,0.529,0.69,Culture
Incheon,South Korea,Asia,Capital,34.928,125.347,0,169.1,25.6,-0.1,1350.0,208.0,23.0,0,1.0,0,0,69.7,120.0,1.172,1.97,Culture
Andong,South Korea,Asia,Gyeongsang,36.124,127.468,0,32.0,26.2,3.5,1272.0,207.0,34.0,0,20.0,2,0,69.8,112.0,0.633,1.09,Culture
Sokcho,South Korea,Asia,Gangwon,36.508,129.639,12.0,82.5,26.5,0.0,1206.0,216.0,28.0,0,9.0,1,0,76.4,121.0,0.635,0.35,Adventure
Pyeongchang,South Korea,Asia,Gangwon,36.688,123.495,82.0,187.1,25.1,-0.6,1561.0,185.0,33.0,1,22.0,1,0,77.6,143.0,1.112,1.18,Adventure
Suwon,South Korea,Asia,Gyeonggi,35.216,129.17,16.0,108.3,27.1,-1.7,1948.0,230.0,39.0,1,31.0,0,0,73.2,107.0,1.572,1.32,Culture
Daegu,South Korea,Asia,Gyeongsang,34.215,128.218,82.0,233.1,23.8,-0.6,1126.0,229.0,34.0,1,12.0,0,0,61.5,106.0,0.808,0.41,Culture
Taipei,Taiwan,Asia,Northern,23.829,120.736,135.0,230.9,26.4,14.5,2858.0,194.0,4.0,0,20.0,0,1,68.7,113.0,2.558,0.76,Culture
Taroko Gorge,Taiwan,Asia,Eastern,21.094,123.156,115.0,1.9,26.9,16.7,2302.0,195.0,28.0,0,3.0,0,0,56.8,95.0,1.748,5.66,Adventure
Tainan,Taiwan,Asia,Southern,23.602,119.784,32.0,65.5,30.1,18.3,3497.0,155.0,42.0,0,15.0,0,0,65.9,91.0,0.743,0.91,Culture
Kaohsiung,Taiwan,Asia,Southern,24.328,122.44,74.0,98.7,29.2,15.1,2237.0,177.0,32.0,0,11.0,2,0,49.7,80.0,0.585,1.1,Culture
Sun Moon Lake,Taiwan,Asia,Central,24.846,120.629,492.0,322.2,24.9,13.0,2329.0,168.0,31.0,0,16.0,1,0,48.6,82.0,0.833,1.19,Culture
Alishan,Taiwan,Asia,Central,24.676,121.834,92.0,158.4,29.1,15.5,2241.0,155.0,27.0,0,19.0,1,0,66.0,95.0,0.76,0.93,Adventure
Jiufen,Taiwan,Asia,Northern,23.228,124.204,95.0,175.9,28.5,18.1,2446.0,154.0,22.0,0,26.0,1,1,69.4,92.0,0.232,0.43,Culture
Kenting,Taiwan,Asia,Southern,24.651,117.452,51.0,136.1,30.2,18.6,2287.0,200.0,17.0,0,6.0,1,1,55.2,88.0,0.871,4.36,Relaxation
Bangkok,Thailand,SE Asia,Central,18.163,101.487,119.0,233.7,27.7,27.5,1418.0,270.0,2.0,1,58.0,0,1,45.3,73.0,9.857,0.59,Culture
Chiang Mai,Thailand,SE Asia,Northern,15.926,102.685,149.0,229.3,27.9,23.6,1231.0,212.0,25.0,0,21.0,1,0,39.9,56.0,0.946,0.76,Culture
Chiang Rai,Thailand,SE Asia,Northern,14.047,104.001,0,152.7,29.4,27.0,990.0,232.0,24.0,0,22.0,0,0,43.7,67.0,0.631,0.24,Culture
Pai,Thailand,SE Asia,Northern,14.603,102.227,40.0,124.8,28.2,26.2,1254.0,210.0,11.0,0,12.0,0,0,42.9,63.0,3.216,6.51,Adventure
Phuket,Thailand,SE Asia,Southern,16.216,101.425,77.0,2.2,28.9,22.8,1726.0,271.0,30.0,0,3.0,1,0,51.7,70.0,5.431,7.76,Relaxation
Krabi,Thailand,SE Asia,Southern,15.202,99.846,185.0,36.5,27.7,24.6,1872.0,226.0,11.0,0,21.0,2,1,38.1,51.0,1.395,0.91,Relaxation
Koh Phi Phi,Thailand,SE Asia,Southern,13.375,102.096,87.0,2.4,28.0,26.9,1271.0,269.0,29.0,0,10.0,1,1,48.7,55.0,4.448,31.82,Relaxation
Koh Samui,Thailand,SE Asia,Southern,17.302,103.876,106.0,1.8,28.8,24.7,1586.0,243.0,16.0,0,11.0,0,0,42.9,55.0,5.834,6.24,Relaxation
Koh Tao,Thailand,SE Asia,Southern,12.817,100.541,235.0,1.1,27.0,24.7,1209.0,242.0,13.0,0,6.0,2,0,51.9,74.0,2.072,4.44,Relaxation
Koh Pha Ngan,Thailand,SE Asia,Southern,19.467,102.253,170.0,2.1,27.8,23.5,1268.0,257.0,1.0,0,11.0,2,0,42.6,62.0,6.685,4.94,Relaxation
Koh Lanta,Thailand,SE Asia,Southern,14.252,102.01,90.0,1.8,28.0,26.6,1697.0,231.0,20.0,0,8.0,2,0,50.7,72.0,2.556,1.87,Relaxation
Koh Chang,Thailand,SE Asia,Eastern,18.725,100.176,69.0,0.1,29.7,24.3,1551.0,263.0,22.0,0,10.0,1,0,44.8,59.0,3.0,2.48,Relaxation
Pattaya,Thailand,SE Asia,Eastern,15.114,101.233,162.0,147.0,27.1,25.3,1463.0,220.0,8.0,0,21.0,0,0,36.7,57.0,0.547,0.25,Relaxation
Hua Hin,Thailand,SE Asia,Western,13.253,104.089,116.0,64.3,27.0,27.8,1658.0,216.0,10.0,0,25.0,1,0,47.9,73.0,1.081,0.93,Relaxation
Ayutthaya,Thailand,SE Asia,Central,14.553,104.714,213.0,199.0,28.9,27.7,1482.0,249.0,22.0,0,22.0,0,0,43.1,73.0,1.783,0.72,Culture
Sukhothai,Thailand,SE Asia,Northern,15.12,98.407,85.0,226.2,29.8,29.6,1309.0,251.0,14.0,0,2.0,2,1,39.2,56.0,1.967,2.81,Culture
Kanchanaburi,Thailand,SE Asia,Western,12.814,99.562,94.0,231.2,27.6,25.3,1570.0,212.0,5.0,0,27.0,1,0,41.6,65.0,3.712,3.38,Adventure
Khao Sok,Thailand,SE Asia,Southern,13.89,104.045,0,113.5,28.8,27.6,1884.0,255.0,21.0,0,21.0,1,0,46.4,51.0,1.928,1.26,Adventure
Khao Yai,Thailand,SE Asia,Northeastern,15.822,93.993,93.0,224.3,28.0,24.9,1058.0,212.0,15.0,0,10.0,1,0,49.8,61.0,2.483,1.35,Adventure
Railay Beach,Thailand,SE Asia,Southern,13.744,103.923,94.0,2.6,26.7,25.0,2156.0,257.0,0,0,5.0,1,0,49.6,82.0,8.516,8.03,Relaxation
Hanoi,Vietnam,SE Asia,Red River Delta,13.452,104.44,127.0,20.5,27.4,18.1,2323.0,192.0,78.0,2,122.0,3,1,40.6,51.0,2.582,0.17,Culture
Ho Chi Minh City,Vietnam,SE Asia,Southeast,16.311,105.65,40.0,22.0,28.0,20.2,1056.0,203.0,0,0,39.0,1,0,30.4,42.0,0.365,0.18,Culture
Hoi An,Vietnam,SE Asia,South Central,18.495,106.633,80.0,101.4,27.4,20.1,1840.0,202.0,19.0,0,32.0,1,1,29.4,39.0,0.654,0.28,Culture
Hue,Vietnam,SE Asia,North Central,14.984,106.975,0,94.7,29.2,16.9,1006.0,210.0,23.0,0,23.0,0,0,28.3,36.0,1.194,0.61,Culture
Da Nang,Vietnam,SE Asia,South Central,15.551,105.792,114.0,130.4,28.2,19.9,1317.0,220.0,17.0,0,24.0,0,1,36.8,53.0,1.32,0.46,Budget
Halong Bay,Vietnam,SE Asia,Northeast,18.226,104.736,119.0,3.0,26.1,18.1,1893.0,219.0,45.0,0,9.0,1,0,33.6,38.0,2.459,1.97,Adventure
Sapa,Vietnam,SE Asia,Northwest,15.636,105.364,133.0,118.2,28.7,19.4,1221.0,240.0,16.0,0,24.0,0,0,27.7,33.0,0.175,0.16,Adventure
Nha Trang,Vietnam,SE Asia,South Central,16.573,107.802,96.0,90.0,28.5,19.5,1123.0,199.0,10.0,0,41.0,2,0,30.0,37.0,0.237,0.08,Budget
Phu Quoc,Vietnam,SE Asia,Mekong Delta,18.086,107.934,193.0,229.8,27.3,17.9,1504.0,173.0,77.0,0,4.0,4,0,33.3,43.0,1.232,0.35,Budget
Mekong Delta - Can Tho,Vietnam,SE Asia,Mekong Delta,17.123,106.227,0,148.9,28.3,21.2,1595.0,204.0,34.0,0,4.0,3,0,28.1,43.0,0.225,0.06,Budget
Mui Ne,Vietnam,SE Asia,South Central,19.631,107.347,257.0,133.9,25.9,18.0,1993.0,218.0,5.0,0,29.0,2,0,29.6,38.0,1.017,0.5,Budget
Dalat,Vietnam,SE Asia,Central Highlands,13.087,105.36,26.0,89.8,29.2,22.1,1523.0,207.0,25.0,0,31.0,0,1,32.3,42.0,2.184,1.8,Budget
Ninh Binh,Vietnam,SE Asia,Red River Delta,17.335,108.156,197.0,165.5,28.8,18.5,2299.0,198.0,54.0,1,4.0,2,0,29.0,30.0,0.443,0.12,Adventure
Cat Ba Island,Vietnam,SE Asia,Northeast,19.816,100.601,68.0,2.3,27.7,18.7,1861.0,194.0,4.0,0,0,2,0,34.0,45.0,1.435,1.54,Budget
Phong Nha,Vietnam,SE Asia,North Central,13.841,105.73,35.0,54.1,27.4,20.0,1156.0,218.0,24.0,0,39.0,0,0,27.9,36.0,0.21,0.28,Adventure
Siem Reap (Angkor),Cambodia,SE Asia,Northwest,13.766,105.131,295.0,243.2,28.3,26.2,1429.0,205.0,1.0,0,18.0,0,0,34.8,42.0,1.009,5.42,Culture
